Contract Name	Last Trade Date (EST)	Strike	Last Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
SPY251120C00655000	11/14/2025 3:56 PM	655	18.65	19.33	19.64	-1.96	-9.51%	19	72	27.99%
SPY251120C00657000	11/14/2025 3:56 PM	657	16.95	17.59	17.90	-2.04	-10.74%	14	169	27.11%
SPY251120C00659000	11/14/2025 11:26 AM	659	17.47	15.95	16.15	0.44	2.58%	11	247	26.05%
SPY251120C00660000	11/14/2025 4:01 PM	660	14.44	15.06	15.36	-6.73	-31.79%	91	131	25.80%
SPY251120C00661000	11/14/2025 3:56 PM	661	13.59	14.30	14.50	-1.91	-12.32%	97	184	25.24%
SPY251120C00662000	11/14/2025 10:46 AM	662	13.33	13.45	13.74	-0.27	-1.99%	48	133	25.01%
SPY251120C00663000	11/14/2025 3:17 PM	663	13.52	12.70	12.90	-0.57	-4.05%	557	245	24.44%
SPY251120C00664000	11/14/2025 2:50 PM	664	13.13	11.94	12.08	-0.26	-1.94%	416	244	23.90%
SPY251120C00665000	11/14/2025 4:02 PM	665	10.66	11.19	11.32	-1.07	-9.12%	747	494	23.52%
SPY251120C00666000	11/14/2025 3:59 PM	666	9.90	10.45	10.57	-1.03	-9.42%	532	51	23.11%
SPY251120C00667000	11/14/2025 2:22 PM	667	10.55	9.73	9.84	0.33	3.23%	756	103	22.72%
SPY251120C00668000	11/14/2025 3:53 PM	668	8.44	9.02	9.13	-1.19	-12.36%	799	36	22.35%
SPY251120C00669000	11/14/2025 4:06 PM	669	7.95	8.35	8.43	-0.85	-9.66%	557	190	21.93%
SPY251120C00670000	11/14/2025 4:13 PM	670	7.72	7.69	7.75	-1.11	-12.57%	2,178	470	21.52%
SPY251120C00671000	11/14/2025 4:09 PM	671	6.92	7.05	7.11	-1.11	-13.82%	1,130	475	21.16%
SPY251120C00672000	11/14/2025 4:14 PM	672	6.48	6.45	6.49	-1.12	-14.74%	1,862	359	20.80%
SPY251120C00673000	11/14/2025 4:09 PM	673	5.67	5.84	5.89	-1.20	-17.47%	1,551	487	20.42%
SPY251120C00674000	11/14/2025 4:13 PM	674	5.28	5.27	5.32	-1.06	-16.72%	1,180	284	20.05%
SPY251120C00675000	11/14/2025 4:14 PM	675	4.76	4.73	4.78	-1.04	-17.93%	4,218	960	19.70%
SPY251120C00676000	11/14/2025 4:10 PM	676	4.07	4.22	4.27	-1.09	-21.12%	1,549	339	19.35%
SPY251120C00677000	11/14/2025 4:14 PM	677	3.78	3.74	3.79	-0.88	-18.88%	1,666	557	19.01%
SPY251120C00678000	11/14/2025 4:14 PM	678	3.31	3.29	3.34	-0.98	-22.84%	947	571	18.67%
SPY251120C00679000	11/14/2025 4:14 PM	679	2.92	2.87	2.92	-0.86	-22.75%	2,572	786	18.32%
SPY251120C00680000	11/14/2025 4:14 PM	680	2.54	2.50	2.53	-0.89	-25.95%	3,754	2,084	17.98%
SPY251120C00681000	11/14/2025 4:13 PM	681	2.13	2.15	2.18	-0.86	-28.76%	1,234	1,155	17.67%
SPY251120C00682000	11/14/2025 4:14 PM	682	1.87	1.83	1.86	-0.75	-28.63%	1,530	540	17.36%
SPY251120C00683000	11/14/2025 4:14 PM	683	1.57	1.54	1.57	-0.70	-30.84%	904	884	17.04%
SPY251120C00684000	11/14/2025 4:14 PM	684	1.30	1.29	1.32	-0.55	-29.73%	854	726	16.77%
SPY251120C00685000	11/14/2025 4:13 PM	685	1.09	1.07	1.09	-0.61	-35.88%	1,593	1,031	16.47%
SPY251120C00686000	11/14/2025 4:11 PM	686	0.85	0.87	0.89	-0.61	-41.78%	365	535	16.16%
SPY251120C00687000	11/14/2025 3:59 PM	687	0.60	0.70	0.72	-0.63	-51.22%	662	655	15.89%
SPY251120C00688000	11/14/2025 4:14 PM	688	0.58	0.56	0.58	-0.45	-43.69%	548	779	15.66%
SPY251120C00689000	11/14/2025 4:14 PM	689	0.45	0.44	0.46	-0.43	-48.86%	484	550	15.42%
SPY251120C00690000	11/14/2025 4:14 PM	690	0.34	0.34	0.36	-0.37	-52.11%	2,786	1,266	15.19%
SPY251120C00691000	11/14/2025 3:57 PM	691	0.20	0.26	0.27	-0.40	-66.67%	1,543	1,288	14.87%
SPY251120C00692000	11/14/2025 4:11 PM	692	0.20	0.20	0.21	-0.27	-57.45%	1,428	552	14.72%
SPY251120C00693000	11/14/2025 4:14 PM	693	0.15	0.15	0.16	-0.23	-60.53%	607	762	14.55%
SPY251120C00694000	11/14/2025 4:13 PM	694	0.12	0.11	0.12	-0.19	-61.29%	1,953	689	14.36%
SPY251120C00695000	11/14/2025 4:14 PM	695	0.09	0.08	0.09	-0.13	-59.09%	247	693	14.21%
SPY251120C00696000	11/14/2025 3:57 PM	696	0.05	0.06	0.07	-0.12	-70.59%	1,403	577	14.21%
SPY251120C00697000	11/14/2025 3:51 PM	697	0.04	0.04	0.05	-0.10	-71.43%	645	907	14.01%
SPY251120C00698000	11/14/2025 4:14 PM	698	0.03	0.03	0.04	-0.11	-78.57%	219	1,744	14.06%
SPY251120C00699000	11/14/2025 3:54 PM	699	0.03	0.02	0.03	-0.06	-66.67%	217	468	14.06%
SPY251120C00700000	11/14/2025 4:09 PM	700	0.02	0.02	0.03	-0.05	-71.43%	1,317	1,336	14.45%
SPY251120C00701000	11/14/2025 12:04 PM	701	0.05	0.02	0.03	-0.04	-44.44%	62	257	14.94%
SPY251120C00703000	11/14/2025 3:34 PM	703	0.02	0.01	0.02	-0.02	-50.00%	58	1,148	15.04%
SPY251120C00705000	11/14/2025 2:57 PM	705	0.02	0.01	0.02	-0.02	-50.00%	531	129	15.92%
SPY251120C00710000	11/14/2025 1:32 PM	710	0.02	0.01	0.02	0.00	0.00%	254	841	17.97%
SPY251120C00711000	11/14/2025 12:35 PM	711	0.02	0.01	0.02	0.00	0.00%	77	485	18.36%
SPY251120C00714000	11/14/2025 9:43 AM	714	0.02	0.01	0.02	0.00	0.00%	1	365	19.53%
SPY251120C00715000	11/14/2025 11:55 AM	715	0.02	0.01	0.02	0.00	0.00%	61	77	19.92%
SPY251120C00719000	11/14/2025 4:12 PM	719	0.01	0.01	0.02	-0.01	-50.00%	142	880	21.68%
SPY251120C00720000	11/14/2025 3:45 PM	720	0.01	0.01	0.02	-0.01	-50.00%	77	1,789	22.07%
SPY251120C00721000	11/13/2025 3:56 PM	721	0.02	0.00	0.02	0.00	0.00%	55	941	22.46%
SPY251120C00722000	11/14/2025 4:12 PM	722	0.01	0.00	0.02	-0.01	-50.00%	144	154	22.85%
SPY251120C00723000	11/13/2025 3:56 PM	723	0.02	0.00	0.02	0.00	0.00%	55	567	23.24%
SPY251120C00724000	11/14/2025 4:03 PM	724	0.01	0.00	0.02	-0.01	-50.00%	4	401	23.63%
SPY251120C00725000	11/12/2025 3:37 PM	725	0.02	0.00	0.02	0.00	0.00%	99	169	24.02%
SPY251120C00735000	11/11/2025 3:51 PM	735	0.02	0.00	0.01	0.00	0.00%	97	197	26.17%
SPY251120C00740000	11/14/2025 9:40 AM	740	0.01	0.00	0.01	-0.01	-50.00%	1	170	27.74%
SPY251120C00745000	11/7/2025 3:51 PM	745	0.02	0.00	0.01	0.00	0.00%	359	359	29.69%
SPY251120C00750000	11/13/2025 12:30 PM	750	0.02	0.00	0.01	0.00	0.00%	10	9,279	31.25%
SPY251120C00755000	11/13/2025 10:02 AM	755	0.01	0.00	0.01	0.00	0.00%	1	2,758	32.81%
SPY251120C00765000	11/7/2025 4:00 PM	765	0.02	0.00	0.01	0.00	0.00%	199	199	36.33%
SPY251120C00775000	11/13/2025 10:23 AM	775	0.01	0.00	0.01	0.00	0.00%	150	211	39.84%
SPY251121C00370000	11/11/2025 1:42 PM	370	313.30	302.67	303.96	0.00	0.00%	12	957	236.43%
SPY251121C00375000	11/11/2025 10:50 AM	375	304.53	297.76	298.96	0.00	0.00%	3	498	232.91%
SPY251121C00380000	11/11/2025 11:00 AM	380	299.70	292.76	293.18	0.00	0.00%	2	1,191	216.99%
SPY251121C00385000	11/14/2025 9:47 AM	385	282.91	287.65	288.19	-16.07	-5.37%	5	1,723	210.99%
SPY251121C00390000	11/11/2025 11:01 AM	390	289.68	282.77	283.19	0.00	0.00%	1	567	208.50%
SPY251121C00395000	11/11/2025 2:17 PM	395	288.78	277.75	278.15	0.00	0.00%	7	701	203.22%
SPY251121C00400000	11/14/2025 1:43 PM	400	272.08	272.66	273.99	-4.85	-1.75%	12	648	209.13%
SPY251121C00405000	11/13/2025 2:19 PM	405	267.34	267.76	268.16	0.00	0.00%	5	491	195.02%
SPY251121C00410000	11/11/2025 12:44 PM	410	271.93	262.68	263.21	0.00	0.00%	4	1,064	190.38%
SPY251121C00415000	11/10/2025 1:17 PM	415	265.36	257.68	258.21	0.00	0.00%	1	1,403	186.23%
SPY251121C00420000	11/11/2025 9:45 AM	420	260.76	252.71	254.00	0.00	0.00%	3	601	192.46%
SPY251121C00425000	11/14/2025 2:04 PM	425	248.44	247.72	248.22	-6.16	-2.42%	1	693	178.81%
SPY251121C00430000	11/14/2025 2:02 PM	430	243.64	242.69	243.23	-6.11	-2.45%	11	695	174.51%
SPY251121C00435000	11/13/2025 3:20 PM	435	236.54	237.79	239.02	0.00	0.00%	17	238	180.96%
SPY251121C00440000	11/13/2025 3:30 PM	440	232.44	232.74	233.24	0.00	0.00%	9	435	167.33%
SPY251121C00445000	11/12/2025 3:58 PM	445	238.44	227.74	228.24	0.00	0.00%	10	564	163.43%
SPY251121C00450000	11/14/2025 2:15 PM	450	223.64	222.75	223.25	0.36	0.16%	5	833	159.81%
SPY251121C00455000	11/13/2025 3:45 PM	455	217.98	217.72	218.26	0.00	0.00%	3	226	155.71%
SPY251121C00460000	11/13/2025 3:40 PM	460	213.21	212.73	213.26	0.00	0.00%	8	519	152.05%
SPY251121C00465000	11/13/2025 3:44 PM	465	208.02	207.73	208.27	0.00	0.00%	5	328	148.39%
SPY251121C00470000	11/14/2025 12:18 PM	470	205.58	202.83	203.27	2.63	1.30%	1	486	145.75%
SPY251121C00475000	11/13/2025 3:36 PM	475	197.93	197.86	198.28	0.00	0.00%	2	246	142.43%
SPY251121C00480000	11/14/2025 2:03 PM	480	193.52	192.75	194.07	-9.56	-4.71%	2	350	145.22%
SPY251121C00485000	11/11/2025 11:06 AM	485	195.06	187.85	188.29	0.00	0.00%	3	234	135.06%
SPY251121C00490000	11/13/2025 3:43 PM	490	183.30	182.86	183.30	0.00	0.00%	1	336	131.59%
SPY251121C00495000	11/12/2025 3:09 PM	495	188.26	177.86	178.26	0.00	0.00%	4	304	127.59%
SPY251121C00500000	11/14/2025 4:00 PM	500	172.17	172.81	173.31	-0.10	-0.06%	30	541	123.97%
SPY251121C00505000	11/13/2025 10:01 AM	505	174.28	167.90	168.32	0.00	0.00%	1	164	121.34%
SPY251121C00510000	11/14/2025 12:20 PM	510	165.71	162.89	163.28	0.90	0.55%	4	534	117.33%
SPY251121C00515000	11/14/2025 12:27 PM	515	160.15	157.89	159.12	-5.33	-3.22%	4	130	120.51%
SPY251121C00520000	11/13/2025 12:55 PM	520	155.26	152.90	153.34	0.00	0.00%	8	347	110.89%
SPY251121C00525000	11/14/2025 3:23 PM	525	147.87	147.90	149.14	-0.29	-0.20%	2	471	113.43%
SPY251121C00530000	11/14/2025 2:59 PM	530	145.22	142.83	144.14	-4.38	-2.93%	2	515	109.33%
SPY251121C00535000	11/14/2025 9:39 AM	535	131.64	137.93	138.33	-13.90	-9.55%	1	570	100.64%
SPY251121C00540000	11/13/2025 10:11 AM	540	140.40	132.96	133.38	0.00	0.00%	3	223	97.78%
SPY251121C00545000	11/13/2025 9:47 AM	545	133.99	127.97	129.17	0.00	0.00%	1	411	99.68%
SPY251121C00550000	11/14/2025 3:58 PM	550	121.88	122.90	123.40	-1.35	-1.10%	4	573	90.63%
SPY251121C00555000	11/14/2025 3:52 PM	555	117.32	117.97	119.20	-0.06	-0.05%	4	187	92.75%
SPY251121C00560000	11/14/2025 3:15 PM	560	114.20	112.98	113.42	-2.48	-2.13%	33	717	84.50%
SPY251121C00565000	11/14/2025 10:08 AM	565	103.55	107.99	108.43	-4.46	-4.13%	7	347	81.25%
SPY251121C00570000	11/14/2025 3:56 PM	570	102.31	102.94	103.45	-1.21	-1.17%	4	368	77.66%
SPY251121C00575000	11/14/2025 4:01 PM	575	96.98	97.96	98.46	-3.62	-3.60%	27	840	74.46%
SPY251121C00580000	11/14/2025 4:05 PM	580	92.37	93.01	93.48	0.47	0.51%	71	698	71.51%
SPY251121C00585000	11/14/2025 2:26 PM	585	89.71	88.03	88.49	1.67	1.90%	1	438	68.29%
SPY251121C00590000	11/13/2025 3:37 PM	590	74.99	82.97	83.51	-8.07	-9.72%	2	507	64.70%
SPY251121C00595000	11/14/2025 1:05 PM	595	78.37	78.09	78.53	0.28	0.36%	3	160	62.04%
SPY251121C00600000	11/14/2025 4:13 PM	600	73.29	73.10	73.55	-0.47	-0.64%	36	1,500	58.79%
SPY251121C00601000	11/7/2025 1:34 PM	601	66.29	70.91	73.36	0.00	0.00%	2	4	56.24%
SPY251121C00602000	11/7/2025 3:44 PM	602	69.38	69.96	72.37	0.00	0.00%	10	10	55.87%
SPY251121C00603000	11/14/2025 3:52 PM	603	69.52	68.92	71.37	-6.20	-8.19%	1	3	55.01%
SPY251121C00604000	10/30/2025 10:44 AM	604	83.74	67.92	70.37	0.00	0.00%	2	3	54.33%
SPY251121C00605000	11/14/2025 2:24 PM	605	67.21	68.15	69.38	-0.79	-1.16%	6	816	59.13%
SPY251121C00606000	11/14/2025 12:18 PM	606	69.93	65.94	68.39	-0.62	-0.88%	1	4	53.20%
SPY251121C00607000	10/15/2025 1:09 PM	607	61.26	64.94	67.39	0.00	0.00%	-	3	52.52%
SPY251121C00608000	11/14/2025 3:53 PM	608	64.74	63.95	66.40	-11.37	-14.94%	1	18	51.95%
SPY251121C00610000	11/14/2025 3:58 PM	610	62.17	63.14	63.52	-1.39	-2.19%	58	1,004	52.00%
SPY251121C00611000	11/12/2025 11:49 AM	611	71.00	60.97	63.42	0.00	0.00%	3	5	50.12%
SPY251121C00612000	11/12/2025 1:32 PM	612	72.44	60.02	62.42	0.00	0.00%	1	5	58.73%
SPY251121C00613000	10/27/2025 10:49 AM	613	72.92	58.98	61.43	0.00	0.00%	1	1	58.03%
SPY251121C00614000	10/13/2025 3:48 PM	614	55.39	57.99	60.44	0.00	0.00%	-	10	57.35%
SPY251121C00615000	11/14/2025 3:19 PM	615	58.85	58.16	58.56	0.64	1.10%	45	716	50.43%
SPY251121C00616000	11/13/2025 1:36 PM	616	57.37	56.01	58.45	0.00	0.00%	1	6	55.90%
SPY251121C00617000	11/14/2025 9:40 AM	617	49.80	55.02	57.46	-10.19	-16.99%	1	31	55.20%
SPY251121C00618000	11/5/2025 3:23 PM	618	64.16	54.03	56.47	0.00	0.00%	1	7	54.50%
SPY251121C00619000	11/7/2025 9:41 AM	619	48.64	53.04	55.48	0.00	0.00%	1	1	53.80%
SPY251121C00620000	11/14/2025 3:56 PM	620	52.53	53.21	53.61	-0.52	-0.98%	50	1,284	47.27%
SPY251121C00621000	11/11/2025 10:18 AM	621	59.53	51.06	53.50	0.00	0.00%	2	17	52.39%
SPY251121C00622000	11/12/2025 9:46 AM	622	62.60	50.07	52.51	0.00	0.00%	1	13	51.69%
SPY251121C00623000	11/13/2025 12:30 PM	623	54.31	50.24	50.64	0.00	0.00%	65	100	45.34%
SPY251121C00624000	11/13/2025 3:15 PM	624	49.02	49.25	49.65	0.00	0.00%	31	159	44.69%
SPY251121C00625000	11/14/2025 12:32 PM	625	50.34	48.26	48.66	2.43	5.07%	209	1,829	44.04%
SPY251121C00626000	11/13/2025 12:10 PM	626	49.79	46.12	48.57	0.00	0.00%	1	3	48.94%
SPY251121C00627000	11/7/2025 10:39 AM	627	40.83	45.13	47.59	0.00	0.00%	4	17	48.28%
SPY251121C00628000	11/7/2025 11:47 AM	628	38.01	44.15	46.61	0.00	0.00%	1	6	47.61%
SPY251121C00629000	11/14/2025 12:50 PM	629	45.59	43.16	45.63	1.29	2.91%	6	35	46.94%
SPY251121C00630000	11/14/2025 4:01 PM	630	42.41	43.35	43.75	-0.24	-0.56%	45	4,278	41.00%
SPY251121C00631000	11/14/2025 1:14 PM	631	44.25	41.21	43.67	-5.91	-11.78%	3	5	45.58%
SPY251121C00632000	11/14/2025 11:17 AM	632	41.64	40.23	42.69	-8.02	-16.15%	3	39	44.89%
SPY251121C00633000	11/14/2025 2:34 PM	633	42.10	39.26	41.73	-3.07	-6.80%	9	74	44.30%
SPY251121C00634000	11/11/2025 3:40 PM	634	49.97	39.44	39.84	0.00	0.00%	1	130	38.59%
SPY251121C00635000	11/14/2025 3:57 PM	635	37.57	38.47	38.86	-0.54	-1.42%	7	2,915	37.96%
SPY251121C00636000	11/7/2025 9:46 AM	636	33.53	37.50	37.89	0.00	0.00%	14	149	37.38%
SPY251121C00637000	11/14/2025 10:21 AM	637	32.84	35.42	37.85	1.12	3.53%	5	52	41.69%
SPY251121C00638000	11/14/2025 11:47 AM	638	36.71	34.41	36.89	0.24	0.66%	19	76	41.07%
SPY251121C00639000	11/14/2025 3:45 PM	639	34.37	33.45	35.94	-8.50	-19.83%	14	36	40.48%
SPY251121C00640000	11/14/2025 4:09 PM	640	33.50	33.64	34.04	0.40	1.21%	101	14,374	35.16%
SPY251121C00641000	11/14/2025 3:01 PM	641	34.71	32.69	33.08	0.96	2.84%	12	295	34.60%
SPY251121C00642000	11/14/2025 12:51 PM	642	32.99	31.75	32.13	-4.03	-10.89%	10	582	34.07%
SPY251121C00643000	11/14/2025 2:07 PM	643	31.60	30.79	31.18	0.91	2.97%	5	203	33.53%
SPY251121C00644000	11/14/2025 12:36 PM	644	32.45	29.84	30.24	-0.79	-2.38%	3	105	33.03%
SPY251121C00645000	11/14/2025 4:12 PM	645	29.11	28.95	29.24	0.83	2.93%	43	3,701	32.23%
SPY251121C00646000	11/14/2025 1:04 PM	646	28.49	28.00	28.36	-1.75	-5.79%	5	126	31.98%
SPY251121C00647000	11/14/2025 10:36 AM	647	25.18	27.07	27.43	-2.02	-7.43%	2	597	31.49%
SPY251121C00648000	11/14/2025 10:12 AM	648	22.58	26.14	26.51	-4.90	-17.83%	1	523	31.02%
SPY251121C00649000	11/14/2025 3:35 PM	649	25.46	25.23	25.59	0.63	2.54%	87	400	30.54%
SPY251121C00650000	11/14/2025 4:08 PM	650	24.02	24.31	24.68	-1.49	-5.84%	202	27,029	30.07%
SPY251121C00651000	11/14/2025 3:45 PM	651	23.20	23.41	23.76	-3.75	-13.91%	18	697	29.55%
SPY251121C00652000	11/14/2025 4:00 PM	652	21.92	22.53	22.86	-0.99	-4.32%	3	312	29.09%
SPY251121C00653000	11/14/2025 3:35 PM	653	21.81	21.64	21.98	-6.99	-24.27%	33	733	28.69%
SPY251121C00654000	11/14/2025 3:07 PM	654	22.49	20.76	21.10	1.50	7.15%	57	451	28.26%
SPY251121C00655000	11/14/2025 4:01 PM	655	19.02	19.88	20.18	-2.24	-10.54%	516	3,940	27.65%
SPY251121C00656000	11/14/2025 3:17 PM	656	20.03	19.04	19.32	0.40	2.04%	111	638	27.25%
SPY251121C00657000	11/14/2025 3:59 PM	657	17.54	18.20	18.52	-1.10	-5.90%	208	849	27.04%
SPY251121C00658000	11/14/2025 4:02 PM	658	16.79	17.36	17.68	-1.49	-8.15%	59	762	26.64%
SPY251121C00659000	11/14/2025 4:14 PM	659	16.70	16.54	16.82	-0.94	-5.33%	62	1,503	26.15%
SPY251121C00660000	11/14/2025 4:13 PM	660	15.81	15.66	16.03	-1.26	-7.38%	970	9,808	25.86%
SPY251121C00661000	11/14/2025 4:00 PM	661	14.48	14.84	15.19	-0.40	-2.69%	44	1,499	25.37%
SPY251121C00662000	11/14/2025 3:59 PM	662	13.44	14.12	14.41	-0.78	-5.49%	279	1,655	25.04%
SPY251121C00663000	11/14/2025 3:47 PM	663	12.63	13.28	13.61	-1.57	-11.06%	359	4,704	24.60%
SPY251121C00664000	11/14/2025 4:06 PM	664	12.26	12.63	12.73	-1.24	-9.19%	2,343	2,646	23.88%
SPY251121C00665000	11/14/2025 4:14 PM	665	11.99	11.88	11.97	-0.51	-4.08%	4,052	10,407	23.49%
SPY251121C00666000	11/14/2025 4:14 PM	666	11.24	11.15	11.23	-0.78	-6.49%	3,566	3,879	23.13%
SPY251121C00667000	11/14/2025 4:06 PM	667	10.14	10.43	10.51	-1.40	-12.13%	2,989	3,851	22.77%
SPY251121C00668000	11/14/2025 4:13 PM	668	9.83	9.74	9.80	-1.02	-9.40%	6,481	2,839	22.39%
SPY251121C00669000	11/14/2025 4:11 PM	669	9.01	9.06	9.14	-1.19	-11.67%	2,998	6,414	22.12%
SPY251121C00670000	11/14/2025 4:14 PM	670	8.45	8.40	8.45	-1.08	-11.33%	15,208	37,421	21.69%
SPY251121C00671000	11/14/2025 4:14 PM	671	7.79	7.75	7.84	-1.02	-11.58%	3,457	3,773	21.44%
SPY251121C00672000	11/14/2025 4:14 PM	672	7.18	7.13	7.20	-1.12	-13.49%	7,589	5,955	21.05%
SPY251121C00673000	11/14/2025 4:14 PM	673	6.57	6.53	6.60	-1.09	-14.23%	7,156	3,594	20.70%
SPY251121C00674000	11/14/2025 4:13 PM	674	6.03	5.96	6.00	-1.04	-14.71%	8,024	4,881	20.29%
SPY251121C00675000	11/14/2025 4:14 PM	675	5.45	5.41	5.45	-1.06	-16.28%	25,393	22,311	19.96%
SPY251121C00676000	11/14/2025 4:14 PM	676	4.93	4.88	4.93	-0.97	-16.44%	4,940	4,277	19.64%
SPY251121C00677000	11/14/2025 4:14 PM	677	4.40	4.38	4.43	-1.00	-18.52%	3,926	3,383	19.31%
SPY251121C00678000	11/14/2025 4:14 PM	678	3.96	3.91	3.95	-0.92	-18.85%	5,075	6,374	18.95%
SPY251121C00679000	11/14/2025 4:12 PM	679	3.50	3.47	3.51	-0.94	-21.17%	3,225	4,290	18.63%
SPY251121C00680000	11/14/2025 4:14 PM	680	3.08	3.06	3.10	-0.92	-23.00%	29,826	34,645	18.32%
SPY251121C00681000	11/14/2025 4:13 PM	681	2.68	2.68	2.72	-0.87	-24.51%	4,841	5,030	18.01%
SPY251121C00682000	11/14/2025 4:14 PM	682	2.36	2.33	2.36	-0.80	-25.32%	4,713	5,178	17.68%
SPY251121C00683000	11/14/2025 4:14 PM	683	2.02	2.01	2.04	-0.79	-28.11%	5,306	6,818	17.39%
SPY251121C00684000	11/14/2025 4:14 PM	684	1.74	1.72	1.75	-0.71	-28.98%	3,953	3,800	17.10%
SPY251121C00685000	11/14/2025 4:14 PM	685	1.47	1.46	1.47	-0.70	-32.26%	27,664	28,000	16.74%
SPY251121C00686000	11/14/2025 4:12 PM	686	1.26	1.23	1.25	-0.60	-32.26%	2,859	6,145	16.53%
SPY251121C00687000	11/14/2025 4:13 PM	687	1.04	1.02	1.05	-0.58	-35.80%	3,893	2,582	16.30%
SPY251121C00688000	11/14/2025 4:13 PM	688	0.86	0.85	0.87	-0.52	-37.68%	6,957	7,814	16.04%
SPY251121C00689000	11/14/2025 4:09 PM	689	0.65	0.69	0.71	-0.51	-43.97%	3,075	3,371	15.77%
SPY251121C00690000	11/14/2025 4:14 PM	690	0.57	0.57	0.58	-0.44	-43.56%	19,825	29,216	15.56%
SPY251121C00691000	11/14/2025 4:10 PM	691	0.42	0.45	0.46	-0.41	-49.40%	2,004	4,927	15.28%
SPY251121C00692000	11/14/2025 4:12 PM	692	0.36	0.36	0.37	-0.34	-48.57%	2,203	3,949	15.11%
SPY251121C00693000	11/14/2025 4:14 PM	693	0.29	0.28	0.29	-0.29	-50.00%	2,666	3,598	14.88%
SPY251121C00694000	11/14/2025 4:13 PM	694	0.23	0.22	0.23	-0.25	-52.08%	1,461	4,235	14.75%
SPY251121C00695000	11/14/2025 4:12 PM	695	0.17	0.17	0.18	-0.22	-56.41%	10,983	14,083	14.58%
SPY251121C00696000	11/14/2025 4:13 PM	696	0.13	0.13	0.14	-0.18	-58.06%	2,246	2,426	14.45%
SPY251121C00697000	11/14/2025 4:13 PM	697	0.10	0.10	0.11	-0.15	-60.00%	1,198	2,028	14.36%
SPY251121C00698000	11/14/2025 4:14 PM	698	0.08	0.07	0.08	-0.14	-63.64%	484	3,178	14.11%
SPY251121C00699000	11/14/2025 4:01 PM	699	0.05	0.06	0.07	-0.12	-70.59%	1,012	4,856	14.31%
SPY251121C00700000	11/14/2025 4:14 PM	700	0.05	0.04	0.05	-0.08	-61.54%	17,401	36,940	14.06%
SPY251121C00701000	11/14/2025 4:00 PM	701	0.04	0.03	0.04	-0.08	-66.67%	636	2,883	14.06%
SPY251121C00702000	11/14/2025 4:14 PM	702	0.03	0.03	0.04	-0.07	-70.00%	625	2,446	14.55%
SPY251121C00703000	11/14/2025 4:03 PM	703	0.03	0.02	0.03	-0.06	-66.67%	256	1,331	14.45%
SPY251121C00704000	11/14/2025 4:08 PM	704	0.02	0.02	0.03	-0.06	-75.00%	799	2,606	14.84%
SPY251121C00705000	11/14/2025 4:12 PM	705	0.03	0.02	0.03	-0.02	-40.00%	1,673	9,423	15.24%
SPY251121C00706000	11/14/2025 3:58 PM	706	0.01	0.01	0.02	-0.05	-83.33%	285	2,484	14.84%
SPY251121C00707000	11/14/2025 4:04 PM	707	0.02	0.01	0.02	-0.03	-60.00%	300	1,082	15.24%
SPY251121C00708000	11/14/2025 3:53 PM	708	0.02	0.01	0.02	-0.02	-50.00%	221	5,209	15.63%
SPY251121C00709000	11/14/2025 3:52 PM	709	0.01	0.01	0.02	-0.04	-80.00%	345	667	16.02%
SPY251121C00710000	11/14/2025 3:57 PM	710	0.01	0.01	0.02	-0.03	-75.00%	509	16,986	16.41%
SPY251121C00712000	11/14/2025 3:37 PM	712	0.02	0.01	0.02	0.00	0.00%	27	3,196	17.19%
SPY251121C00713000	11/14/2025 4:00 PM	713	0.02	0.01	0.02	-0.02	-50.00%	1	116	17.58%
SPY251121C00714000	11/13/2025 1:24 PM	714	0.04	0.01	0.02	0.00	0.00%	93	2,531	17.97%
SPY251121C00715000	11/14/2025 2:46 PM	715	0.02	0.01	0.02	0.00	0.00%	47	4,901	18.16%
SPY251121C00716000	11/13/2025 3:37 PM	716	0.02	0.01	0.02	0.00	0.00%	58	1,993	18.56%
SPY251121C00718000	11/13/2025 3:37 PM	718	0.02	0.01	0.02	0.00	0.00%	63	135	19.34%
SPY251121C00720000	11/14/2025 1:30 PM	720	0.02	0.01	0.02	-0.01	-33.33%	1,214	11,362	20.12%
SPY251121C00721000	11/14/2025 1:31 PM	721	0.01	0.01	0.02	-0.01	-50.00%	1,101	296	20.51%
SPY251121C00725000	11/14/2025 2:53 PM	725	0.01	0.01	0.02	0.00	0.00%	134	8,026	21.88%
SPY251121C00730000	11/14/2025 4:14 PM	730	0.02	0.01	0.02	0.01	100.00%	12	1,512	23.63%
SPY251121C00735000	11/14/2025 1:27 PM	735	0.01	0.00	0.02	-0.01	-50.00%	25	1,488	25.39%
SPY251121C00740000	11/14/2025 4:04 PM	740	0.01	0.00	0.02	-0.01	-50.00%	5	2,786	26.95%
SPY251121C00745000	11/14/2025 4:08 PM	745	0.01	0.00	0.02	-0.02	-66.67%	3	1,327	28.91%
SPY251121C00750000	11/14/2025 2:53 PM	750	0.01	0.00	0.02	0.00	0.00%	10	3,921	30.47%
SPY251121C00755000	11/14/2025 9:30 AM	755	0.01	0.00	0.02	-0.01	-50.00%	1	1,500	32.03%
SPY251121C00760000	11/13/2025 3:50 PM	760	0.02	0.00	0.02	0.00	0.00%	86	3,224	33.59%
SPY251121C00765000	11/13/2025 3:50 PM	765	0.02	0.00	0.01	0.00	0.00%	131	3,572	33.20%
