Contract Name	Last Trade Date (EDT)	Strike	Last Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
SPY250822C00505000	8/12/2025 11:43 AM	505	136.64	137.20	140.01	0.00	0.00%	22	35	79.20%
SPY250822C00510000	8/15/2025 1:43 PM	510	134.60	132.21	135.02	-0.51	-0.38%	4	18	76.86%
SPY250822C00515000	7/29/2025 12:27 PM	515	122.62	127.22	130.02	0.00	0.00%	-	2	74.32%
SPY250822C00520000	8/15/2025 10:23 AM	520	124.38	122.22	125.03	0.59	0.48%	1	8	71.68%
SPY250822C00525000	8/13/2025 10:01 AM	525	121.23	117.23	120.03	0.00	0.00%	1	4	69.04%
SPY250822C00530000	8/12/2025 1:19 PM	530	114.37	112.24	115.04	1.83	1.63%	1	51	66.60%
SPY250822C00535000	8/14/2025 9:36 AM	535	108.85	107.25	110.05	0.00	0.00%	1	6	64.21%
SPY250822C00540000	8/15/2025 4:02 PM	540	103.61	102.25	105.06	7.06	7.31%	160	3	61.52%
SPY250822C00545000	8/14/2025 12:50 PM	545	99.40	97.26	100.06	0.40	0.40%	1	53	58.89%
SPY250822C00550000	8/15/2025 4:01 PM	550	93.60	92.27	95.07	5.45	6.18%	54	59	56.40%
SPY250822C00555000	8/15/2025 4:01 PM	555	88.32	87.28	90.08	-2.35	-2.59%	9	82	53.91%
SPY250822C00560000	8/15/2025 3:56 PM	560	83.83	82.29	85.09	-0.45	-0.53%	61	40	51.37%
SPY250822C00565000	8/15/2025 12:03 PM	565	79.14	77.30	80.10	-1.19	-1.48%	6	34	68.86%
SPY250822C00570000	8/15/2025 11:14 AM	570	74.87	72.31	75.11	1.16	1.57%	6	63	65.28%
SPY250822C00575000	8/15/2025 9:32 AM	575	69.11	67.32	70.12	-1.52	-2.15%	30	64	61.68%
SPY250822C00580000	8/15/2025 2:11 PM	580	64.20	62.33	65.14	-1.31	-2.00%	11	83	58.15%
SPY250822C00585000	8/15/2025 11:08 AM	585	58.87	57.34	60.15	-2.25	-3.68%	9	35	54.53%
SPY250822C00590000	8/15/2025 1:50 PM	590	55.35	52.36	55.16	-0.77	-1.37%	75	96	50.88%
SPY250822C00595000	8/15/2025 1:30 PM	595	49.80	47.38	50.18	-0.85	-1.68%	3	47	47.28%
SPY250822C00596000	8/14/2025 12:38 PM	596	48.17	46.38	49.19	0.00	0.00%	1	9	46.59%
SPY250822C00597000	8/7/2025 10:01 AM	597	47.43	45.39	48.19	6.11	14.79%	3	7	45.84%
SPY250822C00598000	8/15/2025 1:21 PM	598	46.41	44.39	47.20	12.69	37.63%	42	2	45.15%
SPY250822C00599000	8/15/2025 3:48 PM	599	45.55	43.39	46.20	0.21	0.46%	1	17	44.39%
SPY250822C00600000	8/15/2025 3:31 PM	600	44.73	42.40	45.20	-0.85	-1.86%	23	117	43.63%
SPY250822C00601000	8/15/2025 3:01 PM	601	43.67	41.40	44.21	0.14	0.32%	9	19	42.93%
SPY250822C00602000	8/15/2025 3:33 PM	602	42.42	40.41	43.21	-0.27	-0.63%	13	18	42.16%
SPY250822C00603000	8/12/2025 12:02 PM	603	39.35	39.41	42.22	0.00	0.00%	1	53	41.47%
SPY250822C00604000	8/15/2025 3:48 PM	604	40.66	38.42	41.22	0.76	1.90%	1	16	40.70%
SPY250822C00605000	8/15/2025 1:55 PM	605	39.50	37.43	40.23	-0.55	-1.37%	19	207	39.99%
SPY250822C00606000	8/15/2025 12:30 PM	606	38.53	36.43	39.23	-0.22	-0.57%	3	129	39.22%
SPY250822C00607000	8/15/2025 12:17 PM	607	37.06	35.44	38.24	-0.13	-0.35%	15	45	38.50%
SPY250822C00608000	8/15/2025 3:50 PM	608	36.30	34.45	37.25	-0.96	-2.58%	14	114	37.78%
SPY250822C00609000	8/15/2025 11:56 AM	609	35.57	33.45	36.26	-0.63	-1.74%	7	128	37.06%
SPY250822C00610000	8/15/2025 3:55 PM	610	33.98	32.46	35.27	-1.29	-3.66%	27	537	36.34%
SPY250822C00611000	8/15/2025 4:12 PM	611	32.73	31.47	34.27	-1.82	-5.27%	5	204	35.55%
SPY250822C00612000	8/15/2025 3:56 PM	612	32.00	30.62	33.06	-1.05	-3.18%	12	55	33.50%
SPY250822C00613000	8/15/2025 4:14 PM	613	30.86	29.62	32.06	-1.40	-4.34%	31	235	32.73%
SPY250822C00614000	8/15/2025 12:05 PM	614	30.07	28.58	31.06	-1.56	-4.93%	5	122	31.95%
SPY250822C00615000	8/15/2025 2:38 PM	615	30.02	27.68	30.02	-1.04	-3.35%	26	466	30.92%
SPY250822C00616000	8/15/2025 1:38 PM	616	29.07	26.69	29.07	-1.12	-3.71%	1	136	30.43%
SPY250822C00617000	8/15/2025 1:57 PM	617	28.44	25.72	28.09	-0.03	-0.11%	13	209	29.75%
SPY250822C00618000	8/15/2025 4:03 PM	618	25.74	24.67	27.09	-2.77	-9.72%	9	264	28.96%
SPY250822C00619000	8/14/2025 1:20 PM	619	26.78	23.78	26.06	0.12	0.45%	2	912	27.99%
SPY250822C00620000	8/15/2025 3:51 PM	620	24.34	23.50	25.39	-1.58	-6.10%	121	1,102	28.93%
SPY250822C00621000	8/15/2025 1:21 PM	621	23.66	21.80	24.11	-0.89	-3.63%	6	1,202	26.65%
SPY250822C00622000	8/15/2025 2:44 PM	622	23.12	20.71	23.45	-1.16	-4.78%	36	801	27.55%
SPY250822C00623000	8/15/2025 4:14 PM	623	21.08	20.20	22.47	-2.52	-10.68%	1	622	26.80%
SPY250822C00624000	8/15/2025 3:31 PM	624	20.70	20.03	21.12	-1.91	-8.45%	7	645	24.23%
SPY250822C00625000	8/15/2025 4:02 PM	625	19.00	18.54	20.47	-2.75	-12.64%	96	2,076	25.07%
SPY250822C00626000	8/15/2025 2:21 PM	626	19.27	17.22	19.19	-1.24	-6.05%	32	1,265	22.89%
SPY250822C00627000	8/15/2025 3:13 PM	627	18.01	17.17	17.50	-1.94	-9.72%	33	1,349	18.54%
SPY250822C00628000	8/15/2025 2:17 PM	628	17.06	16.22	16.56	-0.95	-5.27%	12	909	18.08%
SPY250822C00629000	8/15/2025 3:12 PM	629	16.19	15.32	15.64	-1.75	-9.75%	6	1,287	17.68%
SPY250822C00630000	8/15/2025 3:54 PM	630	14.84	14.41	14.74	-1.41	-8.68%	281	2,448	17.35%
SPY250822C00631000	8/15/2025 3:57 PM	631	13.85	13.51	13.82	-1.31	-8.64%	42	1,325	16.88%
SPY250822C00632000	8/15/2025 2:46 PM	632	13.76	12.61	12.94	-1.29	-8.57%	44	2,401	16.54%
SPY250822C00633000	8/15/2025 4:13 PM	633	11.84	11.74	12.06	-2.30	-16.27%	411	1,262	16.16%
SPY250822C00634000	8/15/2025 4:13 PM	634	10.98	10.92	11.20	-2.24	-16.94%	216	1,923	15.81%
SPY250822C00635000	8/15/2025 4:03 PM	635	9.96	10.08	10.34	-2.61	-20.76%	491	6,260	15.39%
SPY250822C00636000	8/15/2025 3:14 PM	636	9.88	9.25	9.52	-0.94	-8.69%	104	3,911	15.08%
SPY250822C00637000	8/15/2025 3:55 PM	637	8.64	8.46	8.72	-2.18	-20.15%	157	2,043	14.75%
SPY250822C00638000	8/15/2025 3:53 PM	638	8.00	7.75	7.94	-1.92	-19.35%	1,973	3,382	14.44%
SPY250822C00639000	8/15/2025 4:14 PM	639	7.05	7.00	7.05	-1.42	-16.77%	216	1,870	13.67%
SPY250822C00640000	8/15/2025 4:14 PM	640	6.30	6.27	6.41	-1.20	-16.00%	1,424	3,665	13.65%
SPY250822C00641000	8/15/2025 4:14 PM	641	5.57	5.57	5.73	-1.31	-19.04%	700	927	13.40%
SPY250822C00642000	8/15/2025 4:14 PM	642	4.95	4.92	4.94	-1.15	-18.85%	1,883	1,514	12.71%
SPY250822C00643000	8/15/2025 4:14 PM	643	4.31	4.29	4.36	-1.19	-21.64%	5,328	3,536	12.57%
SPY250822C00644000	8/15/2025 4:14 PM	644	3.71	3.71	3.79	-1.08	-22.55%	11,313	2,172	12.34%
SPY250822C00645000	8/15/2025 4:14 PM	645	3.19	3.17	3.25	-0.91	-22.20%	14,180	5,856	12.08%
SPY250822C00646000	8/15/2025 4:14 PM	646	2.71	2.67	2.72	-0.90	-24.93%	12,300	2,109	11.72%
SPY250822C00647000	8/15/2025 4:14 PM	647	2.21	2.22	2.25	-0.87	-28.25%	5,305	2,461	11.41%
SPY250822C00648000	8/15/2025 4:14 PM	648	1.83	1.83	1.86	-0.86	-31.97%	5,298	1,608	11.21%
SPY250822C00649000	8/15/2025 4:14 PM	649	1.49	1.47	1.51	-0.71	-32.27%	2,349	917	10.99%
SPY250822C00650000	8/15/2025 4:14 PM	650	1.18	1.17	1.20	-0.62	-34.44%	12,916	7,228	10.76%
SPY250822C00651000	8/15/2025 4:13 PM	651	0.90	0.91	0.93	-0.58	-39.19%	4,076	2,039	10.51%
SPY250822C00655000	8/15/2025 4:13 PM	655	0.27	0.27	0.29	-0.32	-54.24%	7,673	6,386	9.82%
SPY250822C00660000	8/15/2025 4:14 PM	660	0.05	0.04	0.05	-0.11	-68.75%	3,671	5,649	9.42%
SPY250822C00665000	8/15/2025 4:04 PM	665	0.01	0.01	0.02	-0.04	-80.00%	838	3,197	10.45%
SPY250822C00670000	8/15/2025 3:54 PM	670	0.02	0.00	0.01	-0.02	-50.00%	896	2,952	11.72%
SPY250822C00675000	8/15/2025 4:11 PM	675	0.01	0.01	0.02	-0.01	-50.00%	171	557	14.55%
SPY250822C00680000	8/15/2025 2:41 PM	680	0.01	0.00	0.01	-0.01	-50.00%	2,108	1,262	15.43%
SPY250822C00685000	8/15/2025 12:44 PM	685	0.01	0.00	0.01	0.00	0.00%	61	412	17.19%
SPY250822C00690000	8/15/2025 12:15 PM	690	0.01	0.00	0.01	0.00	0.00%	195	791	19.14%
SPY250822C00695000	8/14/2025 4:12 PM	695	0.01	0.00	0.01	0.00	0.00%	912	1,278	20.70%
SPY250822C00700000	8/14/2025 2:57 PM	700	0.01	0.00	0.01	0.00	0.00%	2	2,486	22.66%
SPY250822C00705000	8/7/2025 12:58 PM	705	0.01	0.00	0.01	0.00	0.00%	1	361	24.22%
SPY250822C00710000	7/31/2025 3:48 PM	710	0.01	0.00	0.01	0.00	0.00%	9	10	25.78%
SPY250822C00715000	7/31/2025 2:30 PM	715	0.01	0.00	0.01	0.00	0.00%	4	18	27.74%
SPY250822C00720000	8/6/2025 10:02 AM	720	0.01	0.00	0.01	0.00	0.00%	16	270	29.30%
SPY250822C00725000	7/31/2025 4:12 PM	725	0.01	0.00	0.01	0.00	0.00%	-	61	30.86%
SPY250822C00730000	7/28/2025 1:28 PM	730	0.01	0.00	0.01	0.00	0.00%	-	1	32.42%
SPY250829C00315000	8/13/2025 10:35 AM	315	329.79	327.31	330.12	0.00	0.00%	1	260	152.54%
SPY250829C00320000	8/15/2025 3:25 PM	320	324.42	322.32	325.13	13.96	4.50%	8	203	150.10%
SPY250829C00325000	7/30/2025 3:32 PM	325	309.07	317.33	320.14	0.00	0.00%	2	98	147.66%
SPY250829C00330000	8/13/2025 10:35 AM	330	314.91	312.34	315.15	0.00	0.00%	-	218	145.12%
SPY250829C00335000	4/11/2025 9:51 AM	335	199.74	255.39	258.19	0.00	0.00%	-	156	0.00%
SPY250829C00340000	4/9/2025 11:30 AM	340	169.42	226.69	229.99	0.00	0.00%	-	88	0.00%
SPY250829C00350000	4/9/2025 11:15 AM	350	159.38	216.91	220.21	0.00	0.00%	-	55	0.00%
SPY250829C00355000	5/23/2025 2:55 PM	355	229.55	242.35	244.39	0.00	0.00%	4	137	0.00%
SPY250829C00360000	7/23/2025 10:15 AM	360	271.89	282.40	285.21	0.00	0.00%	4	37	130.47%
SPY250829C00365000	7/3/2025 12:21 PM	365	263.50	257.22	259.96	0.00	0.00%	1	59	0.00%
SPY250829C00370000	4/11/2025 10:08 AM	370	168.45	221.11	223.88	0.00	0.00%	24	26	0.00%
SPY250829C00375000	8/15/2025 12:09 PM	375	269.10	267.43	270.24	74.77	38.48%	3	3	123.34%
SPY250829C00380000	4/11/2025 9:39 AM	380	156.71	211.27	214.10	0.00	0.00%	24	75	0.00%
SPY250829C00385000	5/22/2025 1:33 PM	385	203.77	212.78	214.82	0.00	0.00%	1	7	0.00%
SPY250829C00390000	4/9/2025 11:15 AM	390	123.97	177.91	181.22	0.00	0.00%	44	47	0.00%
SPY250829C00395000	4/9/2025 12:27 PM	395	120.98	173.05	176.36	0.00	0.00%	113	116	0.00%
SPY250829C00400000	8/15/2025 11:07 AM	400	244.23	242.48	245.29	6.71	2.83%	21	53	111.67%
SPY250829C00405000	8/11/2025 2:38 PM	405	232.76	237.50	240.30	0.00	0.00%	1	65	109.52%
SPY250829C00410000	5/20/2025 2:07 PM	410	187.15	188.98	192.24	0.00	0.00%	1	9	0.00%
SPY250829C00415000	8/14/2025 3:45 PM	415	231.09	227.52	230.32	0.00	0.00%	4	95	104.98%
SPY250829C00420000	8/14/2025 2:39 PM	420	225.31	222.53	225.33	0.00	0.00%	1	94	102.69%
SPY250829C00425000	8/6/2025 4:01 PM	425	208.92	217.54	220.35	0.00	0.00%	2	38	100.54%
SPY250829C00430000	4/21/2025 3:50 PM	430	96.33	158.36	160.90	0.00	0.00%	3	61	0.00%
SPY250829C00435000	8/4/2025 12:22 PM	435	197.36	207.56	210.37	0.00	0.00%	1	39	96.04%
SPY250829C00440000	8/1/2025 12:24 PM	440	186.26	202.57	205.38	0.00	0.00%	2	25	93.80%
SPY250829C00445000	7/22/2025 2:05 PM	445	186.06	197.58	200.39	0.00	0.00%	3	14	91.60%
SPY250829C00450000	8/15/2025 10:12 AM	450	195.12	192.60	195.40	1.24	0.64%	1	31	89.50%
SPY250829C00455000	5/14/2025 3:13 PM	455	138.93	145.04	148.23	0.00	0.00%	8	54	0.00%
SPY250829C00460000	8/11/2025 3:21 PM	460	177.62	182.62	185.43	0.00	0.00%	2	15	85.16%
SPY250829C00465000	8/13/2025 9:43 AM	465	181.56	177.63	180.44	0.00	0.00%	5	395	82.96%
SPY250829C00470000	8/14/2025 3:36 PM	470	176.08	172.64	175.45	0.00	0.00%	1	83	80.76%
SPY250829C00475000	6/16/2025 3:43 PM	475	131.40	155.20	157.07	0.00	0.00%	1	76	0.00%
SPY250829C00480000	8/12/2025 10:03 AM	480	158.28	162.67	165.48	0.00	0.00%	1	729	76.61%
SPY250829C00485000	8/12/2025 10:03 AM	485	153.60	157.68	160.49	0.00	0.00%	1	40	74.44%
SPY250829C00490000	8/15/2025 1:26 PM	490	154.79	152.70	155.51	6.33	4.26%	3	676	72.44%
SPY250829C00495000	8/11/2025 1:00 PM	495	143.80	147.71	150.52	0.00	0.00%	1	624	70.26%
SPY250829C00500000	8/15/2025 10:57 AM	500	144.59	142.73	145.54	-0.69	-0.47%	4	1,567	68.26%
SPY250829C00505000	8/14/2025 12:15 PM	505	139.41	137.75	140.55	0.00	0.00%	20	1,296	66.19%
SPY250829C00510000	8/15/2025 1:59 PM	510	135.58	132.76	135.57	3.40	2.57%	2	184	64.09%
SPY250829C00515000	8/15/2025 2:00 PM	515	130.82	127.78	130.58	1.09	0.84%	7	356	62.01%
SPY250829C00520000	8/13/2025 10:31 AM	520	125.89	122.80	125.60	0.00	0.00%	5	149	59.99%
SPY250829C00525000	8/14/2025 1:36 PM	525	120.96	117.82	120.62	0.00	0.00%	3	666	57.96%
SPY250829C00530000	8/14/2025 2:19 PM	530	115.57	112.84	115.64	0.00	0.00%	3	2,092	55.91%
SPY250829C00535000	8/15/2025 10:36 AM	535	110.09	107.86	110.66	-1.38	-1.24%	1	974	53.86%
SPY250829C00540000	8/13/2025 9:34 AM	540	106.56	102.88	105.68	0.00	0.00%	1	330	51.81%
SPY250829C00545000	8/15/2025 11:12 AM	545	99.68	97.90	100.70	-1.18	-1.17%	1	431	60.90%
SPY250829C00546000	8/1/2025 11:13 AM	546	79.65	96.90	99.71	0.00	0.00%	1	249	60.44%
SPY250829C00547000	8/6/2025 9:55 AM	547	84.55	95.91	98.71	0.00	0.00%	1	18	59.91%
SPY250829C00548000	7/31/2025 1:08 PM	548	92.02	94.91	97.72	0.00	0.00%	2	8	59.45%
SPY250829C00549000	8/14/2025 10:00 AM	549	96.46	93.92	96.72	0.00	0.00%	1	27	58.92%
SPY250829C00550000	8/15/2025 10:36 AM	550	95.07	92.92	95.73	0.47	0.50%	2	1,298	58.46%
SPY250829C00551000	8/14/2025 9:34 AM	551	92.99	91.93	94.73	0.00	0.00%	1	135	57.93%
SPY250829C00552000	8/6/2025 12:43 PM	552	82.89	90.93	93.74	0.00	0.00%	1	22	57.46%
SPY250829C00553000	8/14/2025 12:47 PM	553	91.81	89.94	92.74	0.00	0.00%	1	24	56.93%
SPY250829C00554000	7/31/2025 11:35 AM	554	85.59	88.94	91.75	0.00	0.00%	1	703	56.47%
SPY250829C00555000	8/13/2025 3:27 PM	555	90.81	87.95	90.75	0.00	0.00%	1	554	55.95%
SPY250829C00556000	8/8/2025 3:34 PM	556	82.85	86.95	89.76	0.00	0.00%	23	999	55.47%
SPY250829C00557000	8/14/2025 2:19 PM	557	88.76	85.96	88.76	0.00	0.00%	3	66	54.94%
SPY250829C00558000	8/4/2025 10:01 AM	558	73.98	84.96	87.77	0.00	0.00%	5	20	54.48%
SPY250829C00559000	8/14/2025 3:31 PM	559	87.38	83.97	86.77	0.00	0.00%	37	247	53.94%
SPY250829C00560000	8/13/2025 10:22 AM	560	86.62	82.97	85.78	0.00	0.00%	1	433	53.48%
SPY250829C00561000	8/13/2025 12:34 PM	561	83.96	81.98	84.78	0.00	0.00%	2	39	52.95%
SPY250829C00562000	8/15/2025 10:35 AM	562	83.19	80.98	83.79	13.32	19.06%	1	166	52.48%
SPY250829C00563000	8/4/2025 10:31 AM	563	68.92	79.99	82.79	0.00	0.00%	1	61	51.95%
SPY250829C00564000	8/15/2025 2:39 PM	564	81.61	78.99	81.80	-0.19	-0.23%	1	386	51.48%
SPY250829C00565000	8/15/2025 3:33 PM	565	80.03	78.00	80.80	-1.41	-1.73%	3	286	50.95%
SPY250829C00566000	8/15/2025 2:39 PM	566	79.59	77.00	79.81	-0.19	-0.24%	1	52	50.48%
SPY250829C00567000	8/14/2025 3:49 PM	567	79.76	76.01	78.82	0.00	0.00%	1	113	50.00%
SPY250829C00568000	8/14/2025 3:33 PM	568	78.53	75.02	77.82	0.00	0.00%	1	115	49.46%
SPY250829C00569000	8/1/2025 3:30 PM	569	56.45	74.02	76.83	0.00	0.00%	2	42	48.99%
SPY250829C00570000	8/14/2025 3:59 PM	570	75.53	73.03	75.83	-1.21	-1.58%	1	904	48.46%
SPY250829C00571000	8/15/2025 2:24 PM	571	74.51	72.03	74.84	6.61	9.73%	3	27	47.99%
SPY250829C00572000	8/15/2025 2:29 PM	572	73.87	71.04	73.85	1.23	1.69%	16	108	47.50%
SPY250829C00573000	8/1/2025 9:42 AM	573	53.99	70.05	72.85	0.00	0.00%	1	106	46.97%
SPY250829C00574000	8/13/2025 3:33 PM	574	71.79	69.05	71.86	0.00	0.00%	2	268	46.50%
SPY250829C00575000	8/15/2025 3:50 PM	575	69.94	68.06	70.86	-0.70	-0.99%	21	547	45.96%
SPY250829C00576000	8/7/2025 3:44 PM	576	57.89	67.06	69.87	0.00	0.00%	4	65	45.48%
SPY250829C00577000	8/12/2025 4:14 PM	577	67.44	66.07	68.88	0.00	0.00%	22	170	45.00%
SPY250829C00578000	8/15/2025 12:59 PM	578	67.45	65.08	67.88	4.25	6.72%	3	273	44.46%
SPY250829C00579000	8/12/2025 10:23 AM	579	62.16	64.08	66.89	0.00	0.00%	12	206	43.98%
SPY250829C00580000	8/15/2025 3:03 PM	580	65.03	63.09	65.90	-1.33	-2.00%	11	5,174	43.49%
SPY250829C00581000	8/5/2025 2:15 PM	581	51.34	62.10	64.90	0.00	0.00%	1	1,291	42.96%
SPY250829C00582000	8/11/2025 11:29 AM	582	57.09	61.11	63.91	0.00	0.00%	1	1,253	42.47%
SPY250829C00583000	8/13/2025 12:03 PM	583	62.43	60.11	62.92	0.00	0.00%	1	531	41.98%
SPY250829C00584000	8/12/2025 10:24 AM	584	57.15	59.12	61.93	0.00	0.00%	12	279	41.49%
SPY250829C00585000	8/15/2025 10:56 AM	585	60.00	58.13	60.93	-1.78	-2.88%	5	28,731	40.95%
SPY250829C00586000	8/13/2025 10:35 AM	586	59.78	57.14	59.94	0.00	0.00%	3	665	40.45%
SPY250829C00587000	8/14/2025 3:40 PM	587	58.75	56.14	58.95	-1.08	-1.81%	2	578	39.96%
SPY250829C00588000	8/15/2025 3:18 PM	588	57.28	55.15	57.96	-1.63	-2.77%	2	644	39.47%
SPY250829C00589000	8/13/2025 10:00 AM	589	58.33	54.16	56.97	0.00	0.00%	14	1,332	38.97%
SPY250829C00590000	8/15/2025 3:52 PM	590	54.86	53.17	55.98	-0.01	-0.02%	5	1,180	38.47%
SPY250829C00591000	8/15/2025 12:58 PM	591	54.65	52.18	54.99	4.22	8.37%	2	339	37.97%
SPY250829C00592000	8/14/2025 2:03 PM	592	54.27	51.19	54.00	0.00	0.00%	1	283	37.47%
SPY250829C00593000	8/13/2025 9:30 AM	593	53.65	51.43	53.01	0.00	0.00%	1	284	36.96%
SPY250829C00594000	8/12/2025 3:44 PM	594	51.43	49.21	52.02	1.33	2.65%	2	2,160	36.46%
SPY250829C00595000	8/15/2025 10:44 AM	595	50.33	48.22	51.03	-1.34	-2.59%	2	863	35.95%
SPY250829C00596000	8/15/2025 3:18 PM	596	49.31	47.24	50.04	-0.53	-1.06%	1	502	35.45%
SPY250829C00597000	8/14/2025 12:38 PM	597	48.93	46.25	49.06	0.85	1.77%	2	504	34.97%
SPY250829C00598000	8/15/2025 2:37 PM	598	47.78	45.26	48.07	-1.41	-2.87%	3	491	34.46%
SPY250829C00599000	8/15/2025 3:48 PM	599	46.42	44.28	47.09	2.39	5.43%	2	773	33.99%
SPY250829C00600000	8/15/2025 1:55 PM	600	46.18	43.29	46.10	-1.15	-2.43%	34	1,882	33.47%
SPY250829C00601000	8/15/2025 1:10 PM	601	44.64	42.32	45.12	0.52	1.18%	9	787	33.00%
SPY250829C00602000	8/15/2025 3:17 PM	602	43.52	41.33	44.13	0.03	0.07%	6	722	32.47%
SPY250829C00603000	8/14/2025 12:14 PM	603	41.75	40.35	43.16	0.00	0.00%	3	744	32.03%
SPY250829C00604000	8/15/2025 3:48 PM	604	41.61	39.37	42.18	-0.89	-2.09%	1	721	31.54%
SPY250829C00605000	8/15/2025 12:15 PM	605	40.93	38.39	41.20	-0.51	-1.23%	12	1,186	31.04%
SPY250829C00606000	8/15/2025 11:36 AM	606	39.50	37.42	40.22	-1.74	-4.22%	3	1,070	30.55%
SPY250829C00607000	8/15/2025 3:00 PM	607	38.92	36.44	39.25	1.49	3.98%	6	953	30.08%
SPY250829C00608000	8/15/2025 3:59 PM	608	37.17	35.47	38.28	-1.21	-3.15%	4	820	29.62%
SPY250829C00609000	8/15/2025 11:56 AM	609	36.60	34.50	37.31	-0.94	-2.50%	2	577	29.15%
SPY250829C00610000	8/15/2025 3:46 PM	610	35.15	33.53	36.34	-0.39	-1.10%	24	2,067	28.68%
SPY250829C00611000	8/15/2025 3:41 PM	611	34.77	32.57	35.38	-0.94	-2.63%	3	1,071	28.22%
SPY250829C00612000	8/15/2025 3:48 PM	612	33.75	31.60	34.41	-1.69	-4.77%	15	420	27.74%
SPY250829C00613000	8/15/2025 10:21 AM	613	32.87	30.67	33.30	-0.89	-2.64%	1	1,586	26.78%
SPY250829C00614000	8/15/2025 4:08 PM	614	30.85	30.04	31.98	-2.68	-7.99%	7	420	25.12%
SPY250829C00615000	8/15/2025 3:55 PM	615	30.20	29.13	31.04	-1.55	-4.88%	58	4,563	24.74%
SPY250829C00616000	8/15/2025 12:57 PM	616	30.04	28.18	30.10	-0.04	-0.13%	2	956	24.35%
SPY250829C00617000	8/15/2025 3:23 PM	617	28.32	27.22	29.13	-0.26	-0.91%	16	1,271	23.87%
SPY250829C00618000	8/15/2025 3:58 PM	618	27.55	26.01	28.48	-1.00	-3.50%	21	1,002	24.38%
SPY250829C00619000	8/15/2025 11:42 AM	619	26.43	25.41	27.22	-1.16	-4.20%	4	18,394	22.96%
SPY250829C00620000	8/15/2025 3:53 PM	620	25.61	24.95	26.24	-1.55	-5.71%	112	5,624	22.42%
SPY250829C00621000	8/15/2025 2:33 PM	621	25.78	23.55	25.32	0.59	2.34%	17	968	22.05%
SPY250829C00622000	8/15/2025 3:58 PM	622	23.80	22.68	24.34	-1.52	-6.00%	26	1,488	21.50%
SPY250829C00623000	8/15/2025 3:31 PM	623	23.22	21.80	23.42	-0.07	-0.30%	7	1,964	21.11%
SPY250829C00624000	8/15/2025 1:31 PM	624	22.55	20.66	22.77	-1.13	-4.77%	10	1,541	21.48%
SPY250829C00625000	8/15/2025 3:20 PM	625	21.41	20.18	21.81	-1.83	-7.87%	112	5,984	20.94%
SPY250829C00626000	8/15/2025 3:45 PM	626	20.68	19.20	20.63	-1.50	-6.76%	27	3,200	19.79%
SPY250829C00627000	8/15/2025 3:22 PM	627	19.66	18.44	19.97	-1.77	-8.26%	16	2,212	20.05%
SPY250829C00628000	8/15/2025 4:07 PM	628	17.99	17.44	18.83	-2.22	-10.98%	106	1,623	19.01%
SPY250829C00629000	8/15/2025 1:31 PM	629	18.33	17.22	17.54	-0.92	-4.78%	12	2,038	17.58%
SPY250829C00630000	8/15/2025 4:07 PM	630	16.25	16.35	16.66	-1.75	-9.72%	604	2,895	17.22%
SPY250829C00631000	8/15/2025 3:50 PM	631	15.94	15.50	15.81	-1.14	-6.67%	559	1,216	16.92%
SPY250829C00632000	8/15/2025 3:59 PM	632	15.02	14.19	15.32	-1.26	-7.74%	30	1,366	17.47%
SPY250829C00633000	8/15/2025 3:54 PM	633	14.19	13.83	14.14	-1.74	-10.92%	238	1,107	16.31%
SPY250829C00634000	8/15/2025 12:27 PM	634	13.98	13.02	13.34	-1.35	-8.81%	201	1,405	16.05%
SPY250829C00635000	8/15/2025 3:50 PM	635	12.58	12.22	12.54	-1.86	-12.88%	252	8,062	15.76%
SPY250829C00636000	8/15/2025 3:50 PM	636	11.78	11.14	12.15	-1.94	-14.14%	54	1,706	16.35%
SPY250829C00637000	8/15/2025 3:54 PM	637	11.01	10.67	10.98	-1.72	-13.51%	48	1,529	15.17%
SPY250829C00638000	8/15/2025 4:13 PM	638	10.01	9.91	10.23	-1.86	-15.67%	48	1,753	14.89%
SPY250829C00639000	8/15/2025 3:58 PM	639	9.43	9.29	9.33	-1.58	-14.35%	54	1,295	14.26%
SPY250829C00640000	8/15/2025 4:11 PM	640	8.43	8.47	8.77	-1.45	-14.68%	10,452	8,579	14.31%
SPY250829C00641000	8/15/2025 3:14 PM	641	8.02	7.89	7.92	-0.89	-9.99%	162	2,851	13.71%
SPY250829C00642000	8/15/2025 4:09 PM	642	7.13	7.23	7.31	-1.87	-20.78%	330	2,214	13.56%
SPY250829C00643000	8/15/2025 4:14 PM	643	6.60	6.59	6.68	-1.09	-14.17%	839	1,843	13.33%
SPY250829C00644000	8/15/2025 4:14 PM	644	6.00	5.98	6.01	-0.95	-13.67%	2,750	1,290	12.97%
SPY250829C00645000	8/15/2025 4:14 PM	645	5.42	5.40	5.49	-0.98	-15.31%	4,082	14,214	12.86%
SPY250829C00646000	8/15/2025 4:14 PM	646	4.87	4.86	4.92	-0.97	-16.61%	1,135	2,623	12.60%
SPY250829C00647000	8/15/2025 4:13 PM	647	4.33	4.34	4.39	-0.94	-17.84%	1,442	20,535	12.35%
SPY250829C00648000	8/15/2025 4:14 PM	648	3.86	3.86	3.89	-0.88	-18.57%	1,287	2,511	12.12%
